Cell_type.x,Gene_symbol.x,Gene_id,Cell.Type,DOI,gene,Tissue_type_PO,Cell_type.y,Gene_symbol.y,Marker_resource
NA,NA,AT4G28270,Bundle sheath,10.1093/plcell/koaa060,RMA2,NA,NA,NA,NA
NA,NA,AT4G34760,Bundle sheath,10.1093/plcell/koaa060,SAUR50,NA,NA,NA,NA
NA,NA,AT4G37550,Bundle sheath,10.1093/plcell/koaa060,AT4G37550,NA,NA,NA,NA
NA,NA,AT5G14210,Bundle sheath,10.1093/plcell/koaa060,AT5G14210,NA,NA,NA,NA
NA,NA,AT5G17990,Bundle sheath,10.1093/plcell/koaa060,PAT1,NA,NA,NA,NA
NA,NA,AT5G19120,Bundle sheath,10.1093/plcell/koaa060,AT5G19120,NA,NA,NA,NA
NA,NA,AT5G23210,Bundle sheath,10.1093/plcell/koaa060,SCPL34,NA,NA,NA,NA
NA,NA,AT5G28020,Bundle sheath,10.1093/plcell/koaa060,CYSD2,NA,NA,NA,NA
NA,NA,AT5G44530,Bundle sheath,10.1093/plcell/koaa060,AT5G44530,NA,NA,NA,NA
NA,NA,AT5G44720,Bundle sheath,10.1093/plcell/koaa060,AT5G44720,NA,NA,NA,NA
NA,NA,AT5G49980,Bundle sheath,10.1093/plcell/koaa060,AFB5,NA,NA,NA,NA
NA,NA,AT5G63980,Bundle sheath,10.1093/plcell/koaa060,SAL1,NA,NA,NA,NA
NA,NA,AT1G01430,Epidermis,10.1093/plcell/koaa060,TBL25,NA,NA,NA,NA
NA,NA,AT1G02120,Epidermis,10.1093/plcell/koaa060,VAD1,NA,NA,NA,NA
NA,NA,AT1G04240,Epidermis,10.1093/plcell/koaa060,SHY2,NA,NA,NA,NA
NA,NA,AT1G04250,Epidermis,10.1093/plcell/koaa060,IAA17,NA,NA,NA,NA
NA,NA,AT1G04430,Epidermis,10.1093/plcell/koaa060,AT1G04430,NA,NA,NA,NA
NA,NA,AT1G08510,Epidermis,10.1093/plcell/koaa060,FATB,NA,NA,NA,NA
NA,NA,AT1G10150,Epidermis,10.1093/plcell/koaa060,PP2A10,NA,NA,NA,NA
NA,NA,AT1G10670,Epidermis,10.1093/plcell/koaa060,ACLA-1,NA,NA,NA,NA
NA,NA,AT1G14280,Epidermis,10.1093/plcell/koaa060,PKS2,NA,NA,NA,NA
NA,NA,AT1G14290,Epidermis,10.1093/plcell/koaa060,SBH2,NA,NA,NA,NA
NA,NA,AT1G14670,Epidermis,10.1093/plcell/koaa060,TMN2,NA,NA,NA,NA
NA,NA,AT1G20010,Epidermis,10.1093/plcell/koaa060,TUBB5,NA,NA,NA,NA
NA,NA,AT1G20823,Epidermis,10.1093/plcell/koaa060,ATL80,NA,NA,NA,NA
NA,NA,AT1G21910,Epidermis,10.1093/plcell/koaa060,ERF012,NA,NA,NA,NA
NA,NA,AT1G22160,Epidermis,10.1093/plcell/koaa060,FLZ5,NA,NA,NA,NA
NA,NA,AT1G22640,Epidermis,10.1093/plcell/koaa060,MYB3,NA,NA,NA,NA
NA,NA,AT1G24625,Epidermis,10.1093/plcell/koaa060,ZFP7,NA,NA,NA,NA
NA,NA,AT1G25275,Epidermis,10.1093/plcell/koaa060,AT1G25275,NA,NA,NA,NA
NA,NA,AT1G26850,Epidermis,10.1093/plcell/koaa060,AT1G26850,NA,NA,NA,NA
NA,NA,AT1G29430,Epidermis,10.1093/plcell/koaa060,SAUR62,NA,NA,NA,NA
NA,NA,AT1G29790,Epidermis,10.1093/plcell/koaa060,AT1G29790,NA,NA,NA,NA
NA,NA,AT1G33050,Epidermis,10.1093/plcell/koaa060,AT1G33050,NA,NA,NA,NA
NA,NA,AT1G53840,Epidermis,10.1093/plcell/koaa060,PME1,NA,NA,NA,NA
NA,NA,AT1G57990,Epidermis,10.1093/plcell/koaa060,PUP18,NA,NA,NA,NA
NA,NA,AT1G61900,Epidermis,10.1093/plcell/koaa060,AT1G61900,NA,NA,NA,NA
NA,NA,AT1G63000,Epidermis,10.1093/plcell/koaa060,NRS/ER,NA,NA,NA,NA
NA,NA,AT1G63690,Epidermis,10.1093/plcell/koaa060,SPPL2,NA,NA,NA,NA
NA,NA,AT1G66180,Epidermis,10.1093/plcell/koaa060,AT1G66180,NA,NA,NA,NA
NA,NA,AT1G67730,Epidermis,10.1093/plcell/koaa060,KCR1,NA,NA,NA,NA
NA,NA,AT1G68060,Epidermis,10.1093/plcell/koaa060,MAP70.1,NA,NA,NA,NA
NA,NA,AT1G68560,Epidermis,10.1093/plcell/koaa060,XYL1,NA,NA,NA,NA
NA,NA,AT1G70160,Epidermis,10.1093/plcell/koaa060,AT1G70160,NA,NA,NA,NA
NA,NA,AT1G72180,Epidermis,10.1093/plcell/koaa060,CEPR2,NA,NA,NA,NA
NA,NA,AT1G74940,Epidermis,10.1093/plcell/koaa060,FLZ13,NA,NA,NA,NA
NA,NA,AT1G76030,Epidermis,10.1093/plcell/koaa060,VHA-B1,NA,NA,NA,NA
NA,NA,AT1G76670,Epidermis,10.1093/plcell/koaa060,URGT1,NA,NA,NA,NA
NA,NA,AT1G78570,Epidermis,10.1093/plcell/koaa060,RHM1,NA,NA,NA,NA
NA,NA,AT1G78680,Epidermis,10.1093/plcell/koaa060,GGH2,NA,NA,NA,NA
NA,NA,AT1G79660,Epidermis,10.1093/plcell/koaa060,AT1G79660,NA,NA,NA,NA
NA,NA,AT1G80440,Epidermis,10.1093/plcell/koaa060,AT1G80440,NA,NA,NA,NA
NA,NA,AT2G01910,Epidermis,10.1093/plcell/koaa060,MAP65-6,NA,NA,NA,NA
NA,NA,AT2G04080,Epidermis,10.1093/plcell/koaa060,DTX2,NA,NA,NA,NA
NA,NA,AT2G04280,Epidermis,10.1093/plcell/koaa060,AT2G04280,NA,NA,NA,NA
NA,NA,AT2G06850,Epidermis,10.1093/plcell/koaa060,XTH4,NA,NA,NA,NA
NA,NA,AT2G15970,Epidermis,10.1093/plcell/koaa060,COR413PM1,NA,NA,NA,NA
NA,NA,AT2G16280,Epidermis,10.1093/plcell/koaa060,KCS9,NA,NA,NA,NA
NA,NA,AT2G22080,Epidermis,10.1093/plcell/koaa060,AT2G22080,NA,NA,NA,NA
NA,NA,AT2G25200,Epidermis,10.1093/plcell/koaa060,AT2G25200,NA,NA,NA,NA
NA,NA,AT2G25310,Epidermis,10.1093/plcell/koaa060,AT2G25310,NA,NA,NA,NA
NA,NA,AT2G29340,Epidermis,10.1093/plcell/koaa060,AT2G29340,NA,NA,NA,NA
NA,NA,AT2G29510,Epidermis,10.1093/plcell/koaa060,AT2G29510,NA,NA,NA,NA
NA,NA,AT2G30490,Epidermis,10.1093/plcell/koaa060,CYP73A5,NA,NA,NA,NA
NA,NA,AT2G31090,Epidermis,10.1093/plcell/koaa060,AT2G31090,NA,NA,NA,NA
NA,NA,AT2G36320,Epidermis,10.1093/plcell/koaa060,SAP4,NA,NA,NA,NA
NA,NA,AT2G36410,Epidermis,10.1093/plcell/koaa060,AT2G36410,NA,NA,NA,NA
NA,NA,AT2G37040,Epidermis,10.1093/plcell/koaa060,PAL1,NA,NA,NA,NA
NA,NA,AT2G37550,Epidermis,10.1093/plcell/koaa060,AGD7,NA,NA,NA,NA
NA,NA,AT2G37940,Epidermis,10.1093/plcell/koaa060,IPCS2,NA,NA,NA,NA
NA,NA,AT2G41312,Epidermis,10.1093/plcell/koaa060,AT2G41312,NA,NA,NA,NA
NA,NA,AT2G41475,Epidermis,10.1093/plcell/koaa060,ATS3A,NA,NA,NA,NA
NA,NA,AT2G42880,Epidermis,10.1093/plcell/koaa060,MPK20,NA,NA,NA,NA
NA,NA,AT2G43430,Epidermis,10.1093/plcell/koaa060,GLX2-1,NA,NA,NA,NA
NA,NA,AT2G44490,Epidermis,10.1093/plcell/koaa060,BGLU26,NA,NA,NA,NA
NA,NA,AT3G02350,Epidermis,10.1093/plcell/koaa060,GAUT9,NA,NA,NA,NA
NA,NA,AT3G03870,Epidermis,10.1093/plcell/koaa060,AT3G03870,NA,NA,NA,NA
NA,NA,AT3G04910,Epidermis,10.1093/plcell/koaa060,WNK1,NA,NA,NA,NA
NA,NA,AT3G06650,Epidermis,10.1093/plcell/koaa060,ACLB-1,NA,NA,NA,NA
NA,NA,AT3G08510,Epidermis,10.1093/plcell/koaa060,PLC2,NA,NA,NA,NA
NA,NA,AT3G10260,Epidermis,10.1093/plcell/koaa060,AT3G10260,NA,NA,NA,NA
NA,NA,AT3G10740,Epidermis,10.1093/plcell/koaa060,ASD1,NA,NA,NA,NA
NA,NA,AT3G13720,Epidermis,10.1093/plcell/koaa060,PRA1F3,NA,NA,NA,NA
NA,NA,AT3G13750,Epidermis,10.1093/plcell/koaa060,BGAL1,NA,NA,NA,NA
NA,NA,AT3G14100,Epidermis,10.1093/plcell/koaa060,UBP1C,NA,NA,NA,NA
NA,NA,AT3G15730,Epidermis,10.1093/plcell/koaa060,PLDALPHA1,NA,NA,NA,NA
NA,NA,AT3G16570,Epidermis,10.1093/plcell/koaa060,RALF23,NA,NA,NA,NA
NA,NA,AT3G16770,Epidermis,10.1093/plcell/koaa060,RAP2-3,NA,NA,NA,NA
NA,NA,AT3G16850,Epidermis,10.1093/plcell/koaa060,AT3G16850,NA,NA,NA,NA
NA,NA,AT3G17100,Epidermis,10.1093/plcell/koaa060,BHLH147,NA,NA,NA,NA
NA,NA,AT3G19553,Epidermis,10.1093/plcell/koaa060,AT3G19553,NA,NA,NA,NA
NA,NA,AT3G20770,Epidermis,10.1093/plcell/koaa060,EIN3,NA,NA,NA,NA
NA,NA,AT3G23805,Epidermis,10.1093/plcell/koaa060,RALFL24,NA,NA,NA,NA
NA,NA,AT3G24420,Epidermis,10.1093/plcell/koaa060,AT3G24420,NA,NA,NA,NA
NA,NA,AT3G44260,Epidermis,10.1093/plcell/koaa060,CAF1-9,NA,NA,NA,NA
NA,NA,AT3G45970,Epidermis,10.1093/plcell/koaa060,EXLA1,NA,NA,NA,NA
NA,NA,AT3G46000,Epidermis,10.1093/plcell/koaa060,ADF2,NA,NA,NA,NA
NA,NA,AT3G46540,Epidermis,10.1093/plcell/koaa060,AT3G46540,NA,NA,NA,NA
NA,NA,AT3G49720,Epidermis,10.1093/plcell/koaa060,CGR2,NA,NA,NA,NA
NA,NA,AT3G51240,Epidermis,10.1093/plcell/koaa060,F3H,NA,NA,NA,NA
NA,NA,AT3G52060,Epidermis,10.1093/plcell/koaa060,AT3G52060,NA,NA,NA,NA
NA,NA,AT3G52500,Epidermis,10.1093/plcell/koaa060,AT3G52500,NA,NA,NA,NA
NA,NA,AT3G52740,Epidermis,10.1093/plcell/koaa060,BIC1,NA,NA,NA,NA
NA,NA,AT3G53260,Epidermis,10.1093/plcell/koaa060,PAL2,NA,NA,NA,NA
NA,NA,AT3G54690,Epidermis,10.1093/plcell/koaa060,SETH3,NA,NA,NA,NA
NA,NA,AT3G55140,Epidermis,10.1093/plcell/koaa060,AT3G55140,NA,NA,NA,NA
NA,NA,AT3G55360,Epidermis,10.1093/plcell/koaa060,ECR,NA,NA,NA,NA
NA,NA,AT3G56130,Epidermis,10.1093/plcell/koaa060,AT3G56130,NA,NA,NA,NA
NA,NA,AT3G56190,Epidermis,10.1093/plcell/koaa060,ASNAP2,NA,NA,NA,NA
NA,NA,AT3G57020,Epidermis,10.1093/plcell/koaa060,SSL9,NA,NA,NA,NA
NA,NA,AT3G57400,Epidermis,10.1093/plcell/koaa060,AT3G57400,NA,NA,NA,NA
NA,NA,AT3G57530,Epidermis,10.1093/plcell/koaa060,CPK32,NA,NA,NA,NA
NA,NA,AT3G62630,Epidermis,10.1093/plcell/koaa060,AT3G62630,NA,NA,NA,NA
NA,NA,AT4G00300,Epidermis,10.1093/plcell/koaa060,AT4G00300,NA,NA,NA,NA
NA,NA,AT4G10080,Epidermis,10.1093/plcell/koaa060,AT4G10080,NA,NA,NA,NA
NA,NA,AT4G10840,Epidermis,10.1093/plcell/koaa060,KLCR1,NA,NA,NA,NA
NA,NA,AT4G11360,Epidermis,10.1093/plcell/koaa060,RHA1B,NA,NA,NA,NA
NA,NA,AT4G12650,Epidermis,10.1093/plcell/koaa060,TMN12,NA,NA,NA,NA
NA,NA,AT4G16442,Epidermis,10.1093/plcell/koaa060,AT4G16442,NA,NA,NA,NA
NA,NA,AT4G18030,Epidermis,10.1093/plcell/koaa060,AT4G18030,NA,NA,NA,NA
NA,NA,AT4G20260,Epidermis,10.1093/plcell/koaa060,PCAP1,NA,NA,NA,NA
NA,NA,AT4G21160,Epidermis,10.1093/plcell/koaa060,AGD12,NA,NA,NA,NA
NA,NA,AT4G22690,Epidermis,10.1093/plcell/koaa060,CYP706A1,NA,NA,NA,NA
NA,NA,AT4G23820,Epidermis,10.1093/plcell/koaa060,AT4G23820,NA,NA,NA,NA
NA,NA,AT4G24520,Epidermis,10.1093/plcell/koaa060,ATR1,NA,NA,NA,NA
NA,NA,AT4G24570,Epidermis,10.1093/plcell/koaa060,PUMP4,NA,NA,NA,NA
NA,NA,AT4G28770,Epidermis,10.1093/plcell/koaa060,AT4G28770,NA,NA,NA,NA
NA,NA,AT4G30210,Epidermis,10.1093/plcell/koaa060,ATR2,NA,NA,NA,NA
NA,NA,AT4G30996,Epidermis,10.1093/plcell/koaa060,AT4G30996,NA,NA,NA,NA
NA,NA,AT4G32150,Epidermis,10.1093/plcell/koaa060,VAMP711,NA,NA,NA,NA
NA,NA,AT4G32410,Epidermis,10.1093/plcell/koaa060,CESA1,NA,NA,NA,NA
NA,NA,AT4G36540,Epidermis,10.1093/plcell/koaa060,BEE2,NA,NA,NA,NA
NA,NA,AT4G37470,Epidermis,10.1093/plcell/koaa060,KAI2,NA,NA,NA,NA
NA,NA,AT4G37760,Epidermis,10.1093/plcell/koaa060,SQE3,NA,NA,NA,NA
NA,NA,AT4G37980,Epidermis,10.1093/plcell/koaa060,CAD7,NA,NA,NA,NA
NA,NA,AT4G39730,Epidermis,10.1093/plcell/koaa060,PLAT1,NA,NA,NA,NA
NA,NA,AT5G02560,Epidermis,10.1093/plcell/koaa060,HTA12,NA,NA,NA,NA
NA,NA,AT5G03380,Epidermis,10.1093/plcell/koaa060,HIPP06,NA,NA,NA,NA
NA,NA,AT5G03630,Epidermis,10.1093/plcell/koaa060,MDAR2,NA,NA,NA,NA
NA,NA,AT5G04760,Epidermis,10.1093/plcell/koaa060,AT5G04760,NA,NA,NA,NA
NA,NA,AT5G06440,Epidermis,10.1093/plcell/koaa060,AT5G06440,NA,NA,NA,NA
NA,NA,AT5G07220,Epidermis,10.1093/plcell/koaa060,BAG3,NA,NA,NA,NA
NA,NA,AT5G07580,Epidermis,10.1093/plcell/koaa060,ERF106,NA,NA,NA,NA
NA,NA,AT5G09870,Epidermis,10.1093/plcell/koaa060,CESA5,NA,NA,NA,NA
NA,NA,AT5G10150,Epidermis,10.1093/plcell/koaa060,UFC,NA,NA,NA,NA
NA,NA,AT5G11420,Epidermis,10.1093/plcell/koaa060,AT5G11420,NA,NA,NA,NA
NA,NA,AT5G18680,Epidermis,10.1093/plcell/koaa060,TULP11,NA,NA,NA,NA
NA,NA,AT5G19290,Epidermis,10.1093/plcell/koaa060,AT5G19290,NA,NA,NA,NA
NA,NA,AT5G22020,Epidermis,10.1093/plcell/koaa060,AT5G22020,NA,NA,NA,NA
NA,NA,AT5G23280,Epidermis,10.1093/plcell/koaa060,TCP7,NA,NA,NA,NA
NA,NA,AT5G25100,Epidermis,10.1093/plcell/koaa060,AT5G25100,NA,NA,NA,NA
NA,NA,AT5G25190,Epidermis,10.1093/plcell/koaa060,ERF003,NA,NA,NA,NA
NA,NA,AT5G25460,Epidermis,10.1093/plcell/koaa060,AT5G25460,NA,NA,NA,NA
NA,NA,AT5G27350,Epidermis,10.1093/plcell/koaa060,SFP1,NA,NA,NA,NA
NA,NA,AT5G34850,Epidermis,10.1093/plcell/koaa060,PAP26,NA,NA,NA,NA
NA,NA,AT5G39080,Epidermis,10.1093/plcell/koaa060,AT5G39080,NA,NA,NA,NA
NA,NA,AT5G42000,Epidermis,10.1093/plcell/koaa060,AT5G42000,NA,NA,NA,NA
NA,NA,AT5G42090,Epidermis,10.1093/plcell/koaa060,AT5G42090,NA,NA,NA,NA
NA,NA,AT5G49360,Epidermis,10.1093/plcell/koaa060,BXL1,NA,NA,NA,NA
NA,NA,AT5G49460,Epidermis,10.1093/plcell/koaa060,ACLB-2,NA,NA,NA,NA
NA,NA,AT5G52060,Epidermis,10.1093/plcell/koaa060,BAG1,NA,NA,NA,NA
NA,NA,AT5G55230,Epidermis,10.1093/plcell/koaa060,ATMAP65-1,NA,NA,NA,NA
NA,NA,AT5G61270,Epidermis,10.1093/plcell/koaa060,BHLH72,NA,NA,NA,NA
NA,NA,AT5G61590,Epidermis,10.1093/plcell/koaa060,ERF107,NA,NA,NA,NA
NA,NA,AT5G65910,Epidermis,10.1093/plcell/koaa060,AT5G65910,NA,NA,NA,NA
NA,NA,AT1G01230,Guard cell,10.1093/plcell/koaa060,AT1G01230,NA,NA,NA,NA
NA,NA,AT1G01640,Guard cell,10.1093/plcell/koaa060,AT1G01640,NA,NA,NA,NA
NA,NA,AT1G03440,Guard cell,10.1093/plcell/koaa060,AT1G03440,NA,NA,NA,NA
NA,NA,AT1G03590,Guard cell,10.1093/plcell/koaa060,PPC6-6,NA,NA,NA,NA
NA,NA,AT1G03910,Guard cell,10.1093/plcell/koaa060,CTN,NA,NA,NA,NA
NA,NA,AT1G04140,Guard cell,10.1093/plcell/koaa060,AT1G04140,NA,NA,NA,NA
NA,NA,AT1G04690,Guard cell,10.1093/plcell/koaa060,KAB1,NA,NA,NA,NA
NA,NA,AT1G04920,Guard cell,10.1093/plcell/koaa060,SPS3,NA,NA,NA,NA
NA,NA,AT1G05835,Guard cell,10.1093/plcell/koaa060,AT1G05835,NA,NA,NA,NA
NA,NA,AT1G06210,Guard cell,10.1093/plcell/koaa060,TOL2,NA,NA,NA,NA
NA,NA,AT1G06700,Guard cell,10.1093/plcell/koaa060,PTI11,NA,NA,NA,NA
NA,NA,AT1G07040,Guard cell,10.1093/plcell/koaa060,AT1G07040,NA,NA,NA,NA
NA,NA,AT1G07230,Guard cell,10.1093/plcell/koaa060,NPC1,NA,NA,NA,NA
NA,NA,AT1G07990,Guard cell,10.1093/plcell/koaa060,AT1G07990,NA,NA,NA,NA
NA,NA,AT1G08570,Guard cell,10.1093/plcell/koaa060,ACHT4,NA,NA,NA,NA
NA,NA,AT1G08770,Guard cell,10.1093/plcell/koaa060,PRA1E,NA,NA,NA,NA
NA,NA,AT1G09330,Guard cell,10.1093/plcell/koaa060,ECH,NA,NA,NA,NA
NA,NA,AT1G10290,Guard cell,10.1093/plcell/koaa060,DRP2A,NA,NA,NA,NA
NA,NA,AT1G10410,Guard cell,10.1093/plcell/koaa060,AT1G10410,NA,NA,NA,NA
NA,NA,AT1G10590,Guard cell,10.1093/plcell/koaa060,AT1G10590,NA,NA,NA,NA
NA,NA,AT1G10610,Guard cell,10.1093/plcell/koaa060,BHLH90,NA,NA,NA,NA
NA,NA,AT1G10630,Guard cell,10.1093/plcell/koaa060,ATARFA1F,NA,NA,NA,NA
NA,NA,AT1G10950,Guard cell,10.1093/plcell/koaa060,TMN1,NA,NA,NA,NA
NA,NA,AT1G11175,Guard cell,10.1093/plcell/koaa060,AT1G11175,NA,NA,NA,NA
NA,NA,AT1G11260,Guard cell,10.1093/plcell/koaa060,STP1,NA,NA,NA,NA
NA,NA,AT1G11360,Guard cell,10.1093/plcell/koaa060,AT1G11360,NA,NA,NA,NA
NA,NA,AT1G11840,Guard cell,10.1093/plcell/koaa060,ATGLX1,NA,NA,NA,NA
NA,NA,AT1G12050,Guard cell,10.1093/plcell/koaa060,FAH,NA,NA,NA,NA
NA,NA,AT1G12310,Guard cell,10.1093/plcell/koaa060,CML13,NA,NA,NA,NA
NA,NA,AT1G12320,Guard cell,10.1093/plcell/koaa060,AT1G12320,NA,NA,NA,NA
NA,NA,AT1G12400,Guard cell,10.1093/plcell/koaa060,AT1G12400,NA,NA,NA,NA
NA,NA,AT1G12640,Guard cell,10.1093/plcell/koaa060,LPLAT1,NA,NA,NA,NA
NA,NA,AT1G12810,Guard cell,10.1093/plcell/koaa060,AT1G12810,NA,NA,NA,NA
NA,NA,AT1G13380,Guard cell,10.1093/plcell/koaa060,AT1G13380,NA,NA,NA,NA
NA,NA,AT1G14000,Guard cell,10.1093/plcell/koaa060,VIK,NA,NA,NA,NA
NA,NA,AT1G14170,Guard cell,10.1093/plcell/koaa060,AT1G14170,NA,NA,NA,NA
NA,NA,AT1G14380,Guard cell,10.1093/plcell/koaa060,IQD28,NA,NA,NA,NA
NA,NA,AT1G14460,Guard cell,10.1093/plcell/koaa060,AT1G14460,NA,NA,NA,NA
NA,NA,AT1G14670,Guard cell,10.1093/plcell/koaa060,TMN2,NA,NA,NA,NA
NA,NA,AT1G14990,Guard cell,10.1093/plcell/koaa060,AT1G14990,NA,NA,NA,NA
NA,NA,AT1G15100,Guard cell,10.1093/plcell/koaa060,RHA2A,NA,NA,NA,NA
NA,NA,AT1G15970,Guard cell,10.1093/plcell/koaa060,AT1G15970,NA,NA,NA,NA
NA,NA,AT1G16240,Guard cell,10.1093/plcell/koaa060,SYP51,NA,NA,NA,NA
NA,NA,AT1G16680,Guard cell,10.1093/plcell/koaa060,AT1G16680,NA,NA,NA,NA
NA,NA,AT1G16850,Guard cell,10.1093/plcell/koaa060,AT1G16850,NA,NA,NA,NA
NA,NA,AT1G16960,Guard cell,10.1093/plcell/koaa060,AT1G16960,NA,NA,NA,NA
NA,NA,AT1G17080,Guard cell,10.1093/plcell/koaa060,AT1G17080,NA,NA,NA,NA
NA,NA,AT1G17090,Guard cell,10.1093/plcell/koaa060,AT1G17090,NA,NA,NA,NA
NA,NA,AT1G17530,Guard cell,10.1093/plcell/koaa060,TIM23-1,NA,NA,NA,NA
NA,NA,AT1G17830,Guard cell,10.1093/plcell/koaa060,AT1G17830,NA,NA,NA,NA
NA,NA,AT1G17940,Guard cell,10.1093/plcell/koaa060,AT1G17940,NA,NA,NA,NA
NA,NA,AT1G18720,Guard cell,10.1093/plcell/koaa060,AT1G18720,NA,NA,NA,NA
NA,NA,AT1G18840,Guard cell,10.1093/plcell/koaa060,IQD30,NA,NA,NA,NA
NA,NA,AT1G19160,Guard cell,10.1093/plcell/koaa060,AT1G19160,NA,NA,NA,NA
NA,NA,AT1G19835,Guard cell,10.1093/plcell/koaa060,FPP4,NA,NA,NA,NA
NA,NA,AT1G19870,Guard cell,10.1093/plcell/koaa060,IQD32,NA,NA,NA,NA
NA,NA,AT1G20225,Guard cell,10.1093/plcell/koaa060,AT1G20225,NA,NA,NA,NA
NA,NA,AT1G20575,Guard cell,10.1093/plcell/koaa060,DPMS1,NA,NA,NA,NA
NA,NA,AT1G20890,Guard cell,10.1093/plcell/koaa060,AT1G20890,NA,NA,NA,NA
NA,NA,AT1G20970,Guard cell,10.1093/plcell/koaa060,AT1G20970,NA,NA,NA,NA
NA,NA,AT1G21080,Guard cell,10.1093/plcell/koaa060,AT1G21080,NA,NA,NA,NA
NA,NA,AT1G21090,Guard cell,10.1093/plcell/koaa060,AT1G21090,NA,NA,NA,NA
NA,NA,AT1G21410,Guard cell,10.1093/plcell/koaa060,SKP2A,NA,NA,NA,NA
NA,NA,AT1G21660,Guard cell,10.1093/plcell/koaa060,AT1G21660,NA,NA,NA,NA
NA,NA,AT1G22200,Guard cell,10.1093/plcell/koaa060,AT1G22200,NA,NA,NA,NA
NA,NA,AT1G22300,Guard cell,10.1093/plcell/koaa060,GRF10,NA,NA,NA,NA
NA,NA,AT1G22530,Guard cell,10.1093/plcell/koaa060,PATL2,NA,NA,NA,NA
NA,NA,AT1G22640,Guard cell,10.1093/plcell/koaa060,MYB3,NA,NA,NA,NA
NA,NA,AT1G23170,Guard cell,10.1093/plcell/koaa060,AT1G23170,NA,NA,NA,NA
NA,NA,AT1G23190,Guard cell,10.1093/plcell/koaa060,PGM3,NA,NA,NA,NA
NA,NA,AT1G23380,Guard cell,10.1093/plcell/koaa060,KNAT6,NA,NA,NA,NA
NA,NA,AT1G23830,Guard cell,10.1093/plcell/koaa060,AT1G23830,NA,NA,NA,NA
NA,NA,AT1G23960,Guard cell,10.1093/plcell/koaa060,AT1G23960,NA,NA,NA,NA
NA,NA,AT1G24450,Guard cell,10.1093/plcell/koaa060,NFD2,NA,NA,NA,NA
NA,NA,AT1G26670,Guard cell,10.1093/plcell/koaa060,VTI12,NA,NA,NA,NA
NA,NA,AT1G26940,Guard cell,10.1093/plcell/koaa060,CYP23,NA,NA,NA,NA
NA,NA,AT1G27680,Guard cell,10.1093/plcell/koaa060,APL2,NA,NA,NA,NA
NA,NA,AT1G28580,Guard cell,10.1093/plcell/koaa060,AT1G28580,NA,NA,NA,NA
NA,NA,AT1G28960,Guard cell,10.1093/plcell/koaa060,ATNUDT15,NA,NA,NA,NA
NA,NA,AT1G29050,Guard cell,10.1093/plcell/koaa060,TBL38,NA,NA,NA,NA
NA,NA,AT1G29260,Guard cell,10.1093/plcell/koaa060,PEX7,NA,NA,NA,NA
NA,NA,AT1G29760,Guard cell,10.1093/plcell/koaa060,SEI2,NA,NA,NA,NA
NA,NA,AT1G30040,Guard cell,10.1093/plcell/koaa060,GA2OX2,NA,NA,NA,NA
NA,NA,AT1G30515,Guard cell,10.1093/plcell/koaa060,AT1G30515,NA,NA,NA,NA
NA,NA,AT1G31440,Guard cell,10.1093/plcell/koaa060,SH3P1,NA,NA,NA,NA
NA,NA,AT1G31730,Guard cell,10.1093/plcell/koaa060,AT1G31730,NA,NA,NA,NA
NA,NA,AT1G32050,Guard cell,10.1093/plcell/koaa060,SCAMP4,NA,NA,NA,NA
NA,NA,AT1G32540,Guard cell,10.1093/plcell/koaa060,LOL1,NA,NA,NA,NA
NA,NA,AT1G32760,Guard cell,10.1093/plcell/koaa060,AT1G32760,NA,NA,NA,NA
NA,NA,AT1G33470,Guard cell,10.1093/plcell/koaa060,AT1G33470,NA,NA,NA,NA
NA,NA,AT1G33520,Guard cell,10.1093/plcell/koaa060,MOS2,NA,NA,NA,NA
NA,NA,AT1G34370,Guard cell,10.1093/plcell/koaa060,STOP1,NA,NA,NA,NA
NA,NA,AT1G35160,Guard cell,10.1093/plcell/koaa060,GF14 PHI,NA,NA,NA,NA
NA,NA,AT1G43710,Guard cell,10.1093/plcell/koaa060,SDC,NA,NA,NA,NA
NA,NA,AT1G45688,Guard cell,10.1093/plcell/koaa060,AT1G45688,NA,NA,NA,NA
NA,NA,AT1G46264,Guard cell,10.1093/plcell/koaa060,HSFB4,NA,NA,NA,NA
NA,NA,AT1G46554,Guard cell,10.1093/plcell/koaa060,AT1G46554,NA,NA,NA,NA
NA,NA,AT1G47310,Guard cell,10.1093/plcell/koaa060,AT1G47310,NA,NA,NA,NA
NA,NA,AT1G48140,Guard cell,10.1093/plcell/koaa060,DPMS3,NA,NA,NA,NA
NA,NA,AT1G49670,Guard cell,10.1093/plcell/koaa060,NQR,NA,NA,NA,NA
NA,NA,AT1G51160,Guard cell,10.1093/plcell/koaa060,AT1G51160,NA,NA,NA,NA
NA,NA,AT1G51170,Guard cell,10.1093/plcell/koaa060,UNC,NA,NA,NA,NA
NA,NA,AT1G53910,Guard cell,10.1093/plcell/koaa060,RAP2-12,NA,NA,NA,NA
NA,NA,AT1G54030,Guard cell,10.1093/plcell/koaa060,MVP1,NA,NA,NA,NA
NA,NA,AT1G54460,Guard cell,10.1093/plcell/koaa060,WDL2,NA,NA,NA,NA
NA,NA,AT1G54740,Guard cell,10.1093/plcell/koaa060,AT1G54740,NA,NA,NA,NA
NA,NA,AT1G55110,Guard cell,10.1093/plcell/koaa060,IDD7,NA,NA,NA,NA
