Species_type,Tissus_type,Tissue_type_PO,Cell_type,Cell_type_PO,Cell_marker_name,Gene_symbol,Gene_id,Gene_id_rap,Protein_name,Protein_id,Marker_resource,PMID,Note_gene_type,Description
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NdhT,AT4G09350,,,,Bulk RNA-seq,25887996,,Chaperone DnaJ-domain superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCB5,AT4G10340,,,,Bulk RNA-seq,25887996,,light harvesting complex of photosystem II 5
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BAT5,AT4G12030,,,,Bulk RNA-seq,25887996,,bile acid transporter 5
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CYP706A6,AT4G12320,,,,Bulk RNA-seq,25887996,,"cytochrome P450, family 706, subfamily A, polypeptide 6"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAL,AT4G12800,,,,Bulk RNA-seq,25887996,,photosystem I subunit l
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G13575,AT4G13575,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CYP83A1,AT4G13770,,,,Bulk RNA-seq,25887996,,"cytochrome P450, family 83, subfamily A, polypeptide 1"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ACD6,AT4G14400,,,,Bulk RNA-seq,25887996,,ankyrin repeat family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G16880,AT4G16880,,,,Bulk RNA-seq,25887996,,Leucine-rich repeat (LRR) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G16980,AT4G16980,,,,Bulk RNA-seq,25887996,,arabinogalactan-protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RLM3,AT4G16990,,,,Bulk RNA-seq,25887996,,disease resistance protein (TIR-NBS class)
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G17245,AT4G17245,,,,Bulk RNA-seq,25887996,,RING/U-box superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TIP2;2,AT4G17340,,,,Bulk RNA-seq,25887996,,tonoplast intrinsic protein 2;2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NCED4,AT4G19170,,,,Bulk RNA-seq,25887996,,nine-cis-epoxycarotenoid dioxygenase 4
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBQA,AT4G21280,,,,Bulk RNA-seq,25887996,,photosystem II subunit QA
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CORI3,AT4G23600,,,,Bulk RNA-seq,25887996,,Tyrosine transaminase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G24350,AT4G24350,,,,Bulk RNA-seq,25887996,,Phosphorylase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FBA5,AT4G26530,,,,Bulk RNA-seq,25887996,,Aldolase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CYP709B3,AT4G27710,,,,Bulk RNA-seq,25887996,,"cytochrome P450, family 709, subfamily B, polypeptide 3"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAE-1,AT4G28750,,,,Bulk RNA-seq,25887996,,Photosystem I reaction centre subunit IV / PsaE protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G29905,AT4G29905,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G30993,AT4G30993,,,,Bulk RNA-seq,25887996,,Calcineurin-like metallo-phosphoesterase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G32340,AT4G32340,,,,Bulk RNA-seq,25887996,,Tetratricopeptide repeat (TPR)-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GLDP1,AT4G33010,,,,Bulk RNA-seq,25887996,,glycine decarboxylase P-protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SEN1,AT4G35770,,,,Bulk RNA-seq,25887996,,Rhodanese/Cell cycle control phosphatase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,XTH7,AT4G37800,,,,Bulk RNA-seq,25887996,,xyloglucan endotransglucosylase/hydrolase 7
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SHM1,AT4G37930,,,,Bulk RNA-seq,25887996,,serine transhydroxymethyltransferase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G38840,AT4G38840,,,,Bulk RNA-seq,25887996,,SAUR-like auxin-responsive protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G38860,AT4G38860,,,,Bulk RNA-seq,25887996,,SAUR-like auxin-responsive protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FBA2,AT4G38970,,,,Bulk RNA-seq,25887996,,fructose-bisphosphate aldolase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G39970,AT4G39970,,,,Bulk RNA-seq,25887996,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCB4.1,AT5G01530,,,,Bulk RNA-seq,25887996,,light harvesting complex photosystem II
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G02160,AT5G02160,,,,Bulk RNA-seq,25887996,,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GLU1,AT5G04140,,,,Bulk RNA-seq,25887996,,glutamate synthase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,WCRKC1,AT5G06690,,,,Bulk RNA-seq,25887996,,WCRKC thioredoxin 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PMDH2,AT5G09660,,,,Bulk RNA-seq,25887996,,peroxisomal NAD-malate dehydrogenase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CA2,AT5G14740,,,,Bulk RNA-seq,25887996,,carbonic anhydrase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G16030,AT5G16030,,,,Bulk RNA-seq,25887996,,mental retardation GTPase activating protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G19190,AT5G19190,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G19240,AT5G19240,,,,Bulk RNA-seq,25887996,,Glycoprotein membrane precursor GPI-anchored
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CRR42,AT5G20935,,,,Bulk RNA-seq,25887996,,DUF3148 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NdhU,AT5G21430,,,,Bulk RNA-seq,25887996,,Chaperone DnaJ-domain superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,MAM1,AT5G23010,,,,Bulk RNA-seq,25887996,,methylthioalkylmalate synthase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CaS,AT5G23060,,,,Bulk RNA-seq,25887996,,calcium sensing receptor
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SQP1,AT5G24150,,,,Bulk RNA-seq,25887996,,FAD/NAD(P)-binding oxidoreductase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,VSP2,AT5G24770,,,,Bulk RNA-seq,25887996,,vegetative storage protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TGG2,AT5G25980,,,,Bulk RNA-seq,25887996,,glucoside glucohydrolase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G35475,AT5G35475,,,,Bulk RNA-seq,25887996,,General transcription factor 2-related zinc finger protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G35480,AT5G35480,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,MRU1,AT5G35490,,,,Bulk RNA-seq,25887996,,mto 1 responding up 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CCB3,AT5G36120,,,,Bulk RNA-seq,25887996,,"cofactor assembly, complex C (B6F)"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PGLP1,AT5G36700,,,,Bulk RNA-seq,25887996,,2-phosphoglycolate phosphatase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G36790,AT5G36790,,,,Bulk RNA-seq,25887996,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,THI2.2,AT5G36910,,,,Bulk RNA-seq,25887996,,thionin 2.2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RBCS3B,AT5G38410,,,,Bulk RNA-seq,25887996,,Ribulose bisphosphate carboxylase (small chain) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RBCS2B,AT5G38420,,,,Bulk RNA-seq,25887996,,Ribulose bisphosphate carboxylase (small chain) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RBCS1B,AT5G38430,,,,Bulk RNA-seq,25887996,,Ribulose bisphosphate carboxylase (small chain) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G42530,AT5G42530,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PDF1.2,AT5G44420,,,,Bulk RNA-seq,25887996,,plant defensin 1.2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PDF1.2c,AT5G44430,,,,Bulk RNA-seq,25887996,,plant defensin 1.2C
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G44680,AT5G44680,,,,Bulk RNA-seq,25887996,,DNA glycosylase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CIPK20,AT5G45820,,,,Bulk RNA-seq,25887996,,CBL-interacting protein kinase 20
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NUDT8,AT5G47240,,,,Bulk RNA-seq,25887996,,nudix hydrolase homolog 8
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FRO6,AT5G49730,,,,Bulk RNA-seq,25887996,,ferric reduction oxidase 6
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FRO7,AT5G49740,,,,Bulk RNA-seq,25887996,,ferric reduction oxidase 7
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FUM2,AT5G50950,,,,Bulk RNA-seq,25887996,,FUMARASE 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NEET,AT5G51720,,,,Bulk RNA-seq,25887996,,"2 iron, 2 sulfur cluster binding protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G52780,AT5G52780,,,,Bulk RNA-seq,25887996,,"transmembrane protein, putative (DUF3464)"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCB3,AT5G54270,,,,Bulk RNA-seq,25887996,,light-harvesting chlorophyll B-binding protein 3
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G54585,AT5G54585,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NdhN,AT5G58260,,,,Bulk RNA-seq,25887996,,"oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,MYB28,AT5G61420,,,,Bulk RNA-seq,25887996,,myb domain protein 28
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G62360,AT5G62360,,,,Bulk RNA-seq,25887996,,Plant invertase/pectin methylesterase inhibitor superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,MUM2,AT5G63800,,,,Bulk RNA-seq,25887996,,Glycosyl hydrolase family 35 protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAN,AT5G64040,,,,Bulk RNA-seq,25887996,,"photosystem I reaction center subunit PSI-N, chloroplast, putative / PSI-N, putative (PSAN)"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RGF9,AT5G64770,,,,Bulk RNA-seq,25887996,,root meristem growth factor
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,XTH6,AT5G65730,,,,Bulk RNA-seq,25887996,,xyloglucan endotransglucosylase/hydrolase 6
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBO1,AT5G66570,,,,Bulk RNA-seq,25887996,,PS II oxygen-evolving complex 1
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT1G01910,AT1G01910,,,,Bulk RNA-seq,27549386,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,FZL,AT1G03160,,,,Bulk RNA-seq,27549386,,FZO-like protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT1G08310,AT1G08310,,,,Bulk RNA-seq,27549386,,alpha/beta-Hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT1G10040,AT1G10040,,,,Bulk RNA-seq,27549386,,alpha/beta-Hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,,AT1G29265,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT1G31690,AT1G31690,,,,Bulk RNA-seq,27549386,,Copper amine oxidase family protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,NAC014,AT1G33060,,,,Bulk RNA-seq,27549386,,NAC 014
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,HOS10,AT1G35515,,,,Bulk RNA-seq,27549386,,high response to osmotic stress 10
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,CYCA3;2,AT1G47210,,,,Bulk RNA-seq,27549386,,cyclin-dependent protein kinase 3;2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G53870,AT1G53870,,,,Bulk RNA-seq,27549386,,LURP-one-like protein (DUF567)
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G53890,AT1G53890,,,,Bulk RNA-seq,27549386,,LURP-one-like protein (DUF567)
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AtRZ-1b,AT1G60650,,,,Bulk RNA-seq,27549386,,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AT1G64360,AT1G64360,,,,Bulk RNA-seq,27549386,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT1G64760,AT1G64760,,,,Bulk RNA-seq,27549386,,O-Glycosyl hydrolases family 17 protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT1G66100,AT1G66100,,,,Bulk RNA-seq,27549386,,Plant thionin
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AT1G72080,AT1G72080,,,,Bulk RNA-seq,27549386,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT1G74910,AT1G74910,,,,Bulk RNA-seq,27549386,,ADP-glucose pyrophosphorylase family protein
Arabidopsis_thaliana,leaf,PO0025034,lateral leaf vein,PO0006011,,AT1G75370,AT1G75370,,,,Bulk RNA-seq,27549386,,Sec14p-like phosphatidylinositol transfer family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,MST1,AT1G79230,,,,Bulk RNA-seq,27549386,,mercaptopyruvate sulfurtransferase 1
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,UPS2,AT2G03530,,,,Bulk RNA-seq,27549386,,ureide permease 2
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,,AT2G04460,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,MOD1,AT2G05990,,,,Bulk RNA-seq,27549386,,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT2G17540,AT2G17540,,,,Bulk RNA-seq,27549386,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AT2G19420,AT2G19420,,,,Bulk RNA-seq,27549386,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AT2G21385,AT2G21385,,,,Bulk RNA-seq,27549386,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,FRS3,AT2G27110,,,,Bulk RNA-seq,27549386,,FAR1-related sequence 3
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AAO3,AT2G27150,,,,Bulk RNA-seq,27549386,,abscisic aldehyde oxidase 3
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,,AT2G34202,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT2G36355,AT2G36355,,,,Bulk RNA-seq,27549386,,RAB6-interacting golgin (DUF662)
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT2G36480,AT2G36480,,,,Bulk RNA-seq,27549386,,pre-mRNA cleavage complex 2 Pcf11-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G39630,AT2G39630,,,,Bulk RNA-seq,27549386,,Nucleotide-diphospho-sugar transferases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,GPX3,AT2G43350,,,,Bulk RNA-seq,27549386,,glutathione peroxidase 3
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,SPX3,AT2G45130,,,,Bulk RNA-seq,27549386,,SPX domain protein 3
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,CNGC3,AT2G46430,,,,Bulk RNA-seq,27549386,,cyclic nucleotide gated channel 3
Arabidopsis_thaliana,leaf,PO0025034,seedling cotyledon,PO0025471,,CYP38,AT3G01480,,,,Bulk RNA-seq,27549386,,cyclophilin 38
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AT3G03890,AT3G03890,,,,Bulk RNA-seq,27549386,,FMN binding protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,,AT3G04717,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G09410,AT3G09410,,,,Bulk RNA-seq,27549386,,Pectinacetylesterase family protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT3G13433,AT3G13433,,,,Bulk RNA-seq,27549386,,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT3G15350,AT3G15350,,,,Bulk RNA-seq,27549386,,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT3G16670,AT3G16670,,,,Bulk RNA-seq,27549386,,Pollen Ole e 1 allergen and extensin family protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,CIPK1,AT3G17510,,,,Bulk RNA-seq,27549386,,CBL-interacting protein kinase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,,AT3G22234,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,,AT3G22238,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G27110,AT3G27110,,,,Bulk RNA-seq,27549386,,Peptidase family M48 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,CRK4,AT3G45860,,,,Bulk RNA-seq,27549386,,cysteine-rich RLK (RECEPTOR-like protein kinase) 4
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,NOA1,AT3G47450,,,,Bulk RNA-seq,27549386,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf midvein,PO0020139,,AT3G51760,AT3G51760,,,,Bulk RNA-seq,27549386,,hypothetical protein (DUF688)
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,PAP20,AT3G52780,,,,Bulk RNA-seq,27549386,,Purple acid phosphatases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,lateral leaf vein,PO0006011,,AT3G61010,AT3G61010,,,,Bulk RNA-seq,27549386,,Ferritin/ribonucleotide reductase-like family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT3G63340,AT3G63340,,,,Bulk RNA-seq,27549386,,kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,ALDH22A1,AT3G66658,,,,Bulk RNA-seq,27549386,,aldehyde dehydrogenase 22A1
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT4G00695,AT4G00695,,,,Bulk RNA-seq,27549386,,Spc97/Spc98 family of spindle pole body (SBP) component
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT4G01290,AT4G01290,,,,Bulk RNA-seq,27549386,,chorismate synthase
Arabidopsis_thaliana,leaf,PO0025034,lateral leaf vein,PO0006011,,AT4G09760,AT4G09760,,,,Bulk RNA-seq,27549386,,Protein kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,ARCK1,AT4G11890,,,,Bulk RNA-seq,27549386,,Protein kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,SAP7,AT4G12040,,,,Bulk RNA-seq,27549386,,A20/AN1-like zinc finger family protein
Arabidopsis_thaliana,leaf,PO0025034,lateral leaf vein,PO0006011,,AT4G13030,AT4G13030,,,,Bulk RNA-seq,27549386,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,ACD6,AT4G14400,,,,Bulk RNA-seq,27549386,,ankyrin repeat family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,,AT4G14403,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,MEK1,AT4G26070,,,,Bulk RNA-seq,27549386,,MAP kinase/ ERK kinase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT4G32440,AT4G32440,,,,Bulk RNA-seq,27549386,,Plant Tudor-like RNA-binding protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT4G33740,AT4G33740,,,,Bulk RNA-seq,27549386,,myb-like protein X
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina vein,PO0020138,,AT4G36090,AT4G36090,,,,Bulk RNA-seq,27549386,,"oxidoreductase, 2OG-Fe(II) oxygenase family protein"
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,LOG6,AT5G03270,,,,Bulk RNA-seq,27549386,,lysine decarboxylase family protein
Arabidopsis_thaliana,leaf,PO0025034,lateral leaf vein,PO0006011,,IMD1,AT5G14200,,,,Bulk RNA-seq,27549386,,isopropylmalate dehydrogenase 1
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT5G14430,AT5G14430,,,,Bulk RNA-seq,27549386,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,seedling cotyledon,PO0025471,,PAA2,AT5G21930,,,,Bulk RNA-seq,27549386,,P-type ATPase of Arabidopsis 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G22620,AT5G22620,,,,Bulk RNA-seq,27549386,,phosphoglycerate/bisphosphoglycerate mutase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,AT5G23870,AT5G23870,,,,Bulk RNA-seq,27549386,,Pectinacetylesterase family protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT5G35050,AT5G35050,,,,Bulk RNA-seq,27549386,,hypothetical protein (DUF1985)
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT5G38520,AT5G38520,,,,Bulk RNA-seq,27549386,,alpha/beta-Hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,GLIP1,AT5G40990,,,,Bulk RNA-seq,27549386,,GDSL lipase 1
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,DL1,AT5G42080,,,,Bulk RNA-seq,27549386,,dynamin-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G45510,AT5G45510,,,,Bulk RNA-seq,27549386,,Leucine-rich repeat (LRR) family protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,SAG12,AT5G45890,,,,Bulk RNA-seq,27549386,,senescence-associated gene 12
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT5G47210,AT5G47210,,,,Bulk RNA-seq,27549386,,Hyaluronan / mRNA binding family
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,ATGLR1.2,AT5G48400,,,,Bulk RNA-seq,27549386,,Glutamate receptor family protein
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,AT5G58150,AT5G58150,,,,Bulk RNA-seq,27549386,,Leucine-rich repeat protein kinase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,BASL,AT5G60880,,,,Bulk RNA-seq,27549386,,breaking of asymmetry in the stomatal lineage
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AACT1,AT5G61160,,,,Bulk RNA-seq,27549386,,anthocyanin 5-aromatic acyltransferase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf lamina,PO0020039,,,AT5G62162,,,,Bulk RNA-seq,27549386,,
Arabidopsis_thaliana,leaf,PO0025034,petiole,PO0020038,,BAM1,AT5G65700,,,,Bulk RNA-seq,27549386,,Leucine-rich receptor-like protein kinase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FD1,AT1G10960,,,,Bulk RNA-seq,28407076,,ferredoxin 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CCR1,AT1G15950,,,,Bulk RNA-seq,28407076,,cinnamoyl coa reductase 1
Arabidopsis_thaliana,leaf,PO0025034,bundle sheath,PO0006023,,TIM17-1,AT1G20350,,,,Bulk RNA-seq,28407076,,translocase inner membrane subunit 17-1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FIP1,AT1G28200,,,,Bulk RNA-seq,28407076,,FH interacting protein 1
Arabidopsis_thaliana,leaf,PO0025034,bundle sheath,PO0006023,,SYP61,AT1G28490,,,,Bulk RNA-seq,28407076,,syntaxin of plants 61
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSAF,AT1G31330,,,,Bulk RNA-seq,28407076,,photosystem I subunit F
